,title,ingredients,steps,url
45,肉蓉燴雙冬,"['史雲生清雞湯250毫升１盒', '冬瓜 \xa0（去皮）500克', '免治豬肉100克', '鮮冬菇 （切條）8隻', '生粉水 適量', '冬瓜不要煮過腍，煮至半透明便可。']","['冬瓜切粗粒，放清雞湯內煮腍，取出放碟內，湯留用。', '燒1湯匙油，略炒肉蓉及鮮冬菇，加湯煮滾 ，拌適量生粉水埋芡。', '將冬瓜放在肉蓉及鮮冬菇內拌勻，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=50
46,排骨炆花菇仔,"['史雲生清雞湯250毫升1盒', '腩排（斬件） 300克', '乾花菇仔（浸軟及去蒂）100克', '紅蘿蔔 數片', '薑4片', '蔥（切段）1條', '生粉水 適量']","['腩排用少許麻油及胡椒粉拌勻。', '燒1湯匙油，爆香薑片及腩排，加花菇仔及紅蘿蔔兜炒均勻。注入史雲生清雞湯，改用中慢火蓋好，炆10分鐘至腩排熟及花菇仔入味。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=51
48,紹菜卷,"['紹菜葉（汆水瀝乾）5塊', '豬肉（切絲）100克', '冬菇（浸透、切絲）2-3隻', '紅蘿蔔、西芹、韭菜（切條）各50克', '生抽2茶匙', '生粉½茶匙', '史雲生金華火腿上湯250毫升', '冬菇碎、紅蘿蔔碎、西芹碎各1湯匙', '生粉1½茶匙']","['燒熱油1湯匙，爆炒肉絲及配菜，加入調味料炒成餡料，用紹菜葉包裹餡料，捲起備用。', '燒熱油1湯匙，爆炒芡汁的配菜，再加入史雲生金華火腿上湯煮滾，再放入紹菜卷用中慢火煮至入味，拌入適量生粉水埋芡，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=53
49,富貴聚寶盆,"['史雲生金華火腿上湯250毫升2盒', '大蠔豉 (洗凈浸透、抹乾）150克', '花菇（去蒂浸透）80克', '冬筍 （切片汆水） 80克', '雲腿80克', '特大瑤柱（浸透）150克', '鵝掌、鴨掌 各2對', '乳豬腳（去毛切細件）1對', '生菜200克', '薑片2片', '蔥（切段） 3棵', '南棗2-3粒', '蒜茸1瓣', '蠔油1湯匙', '鹽1／2茶匙', '冰糖60克', '紹興酒1湯匙', '老抽2湯匙', '胡椒粉1／2荼匙', '用史雲生金華火腿上湯炆煮菜餚，鮮味又健康。']","['乳豬腳、鵝掌、鴨掌及雲腿洗淨，用薑蔥水滾約2分鐘瀝乾；走油備用。', '燒熱油鑊爆香薑、蔥、蒜及蠔豉，下紹興酒略炒片刻， 加入所有材料（生菜除外）、調味料、史雲生金華火腿上湯及清水1／2杯同煮滾，轉慢火蚊約3小時至腍。', '上桌前拌入生菜浸熟，即可享用。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=54
50,肉碎節瓜甫,"['史雲生瑤柱上湯250毫升1盒', '節瓜（去皮，切6件 約3厘米高)2-3個', '免治豬肉150克', '冬菇（浸軟去蒂、切碎）2隻', '鹽⅓茶匙', '生粉1茶匙', '生粉水（埋茨）適量', '味道較淡的食材，如瓜類；可用史雲生瑤柱上湯烹調，大大增添鮮味。']","['免治豬肉加入冬菇，鹽及生粉攪成肉餡。', '節瓜段刮出瓜芯，搽少許生粉，釀入肉餡。', '將史雲生瑤柱上湯放煲內煮滾，排入瓜甫，蓋好以中火煮熟，取出瓜甫盛碟。', '用適量生粉水埋芡，淋於瓜甫上，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=55
51,木瓜雪耳肉片湯,"['史雲生清雞湯500毫升', '水750毫升', '小木瓜1個約300克', '雪耳（浸透）1球 約20克', '肉片100克', '鹽 少許', '生粉 少許', '鮮甜清潤，對女士們更滋補養顏。']","['木瓜先去皮及籽，切件；雪耳切除硬邊，撕成小塊；肉片拌入少許鹽及生粉。', '木瓜及雪耳放入史雲生清雞湯及水內煮滾，中慢火煮20-25分鐘，拌入肉片煮熟，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=56
52,佛手瓜小排骨眉豆湯,"['史雲生清雞湯500毫升', '水750毫升', '佛手瓜（去皮切件）1個', '小紅蘿蔔（去皮、切片）1個', '小排骨100克', '眉豆（略浸）2湯匙', '鹽少許', '加入眉豆，使湯增添質感。']","['把所有材料與史雲生清雞湯一同放進鍋內煮滾，蓋好。', '再用中慢火煮25-30分鐘即可。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=57
53,蘋果排骨湯,"['史雲生清雞湯500毫升', '水750毫升', '排骨（斬小件）150克', '蘋果（去芯、切件）1-2個', '佛手果（切件）1個', '小紅蘿蔔（切件）1個', '所有材料切成小件，方便出味。蘋果去芯就可避免湯變酸。']","['排骨汆水，沖淨，其他材料切成小件。', '將史雲生清雞湯及水放進鍋內，加入所有材料煲滾後，改用中慢火煮30分鐘。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=58
54,上海酸辣湯麵,"['史雲生豬骨湯500毫升', '浙醋3-4湯匙', '老抽1茶匙', '辣椒油1茶匙', '胡椒粉 少許', '豬肉（切絲）50克', '蝦仁50克', '青豆1湯匙', '冬菇（浸軟、切絲）2隻', '木耳（浸軟切絲）1隻', '硬豆腐（切絲）1件', '乾麵條160-200克', '選用浙醋調味會較鎮江香醋或白醋更為調和。']","['史雲生豬骨湯煮滾，加浙醋、老抽、辣油及胡椒粉拌勻。', '放入所有材料煮熟。', '麵條煮熟後，分放兩碗內，淋上酸辣湯料，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=59
55,日式豬骨湯拉麵,"['史雲生豬骨湯500毫升', '日式魚蛋6片', '日式豚肉100克', '日式醃漬筍乾50克', '金菇50克', '罐裝粟米粒2湯匙', '蔥粒2湯匙', '紫菜2塊', '乾麵條160-200克', '生抽1茶匙', '麻油少許']","['用生抽及麻油拌勻免治豬肉。', '燒熱油分別炒熟日式豚肉及金菇。', '拉麵煮熟，放碗內。', '麵上排放材料，然後將史雲生豬骨湯煮滾倒入碗內，最後撒上蔥粒及紫菜。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=60
56,四川担担麵,"['史雲生豬骨湯500毫升', '花生醬2-3湯匙', '辣椒油1-2茶匙', '乾麵條160-200克', '免治豬肉50克', '榨菜粒1湯匙', '蝦米（切碎、浸軟）1湯匙', '乾蔥粒1湯匙', '蒜頭粒1茶匙', '紅辣椒粒1湯匙', '蔥粒1湯匙', '辣豆瓣醬1湯匙', '焗香花生碎2湯匙', '用史雲生豬骨湯加花生醬做湯底較用其他湯更為濃郁，簡易之餘，味道更可媲美大廚。']","['燒2湯匙油，爆香所有配料，加豬肉炒熟。', '史雲生豬骨湯煮滾後，加花生醬拌勻。', '麵條煮熟，分放兩碗內，肉餡鋪麵上，淋上熱湯，灑上花生碎，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=61
57,京都炸醬拉麵,"['史雲生豬骨湯500毫升', '拉麵3個', '肉絲100克', '蠔油2湯匙', '豆瓣醬1湯匙', '茄汁2湯匙', '冬菇（切絲）4 隻', '榨菜75克', '嗜辣者可隨意增加豆瓣醬的份量。']","['肉絲用適量生抽、糖及生粉拌勻。榨菜切絲，浸於清水半小時。拉麵先按照包裝指示煮熟。', '燒1湯匙油爆炒肉絲，加入3款醬料一同炒2分鐘，再加冬菇及榨菜炒2-3分鐘；逐少注入200 毫升史雲生豬骨湯用中火煮5-6分鐘至成炸醬，可加少許胡椒粉，麻油及糖調味。', '餘下的豬骨湯煮熱與拉麵盛碗，配炸醬一起品嚐。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=62
58,蒜泥白肉,"['史雲生豬骨湯500毫升', '水1升', '五花腩肉500克', '薑2片', '蔥2條', '紹興酒1/4杯', '史雲生豬骨湯2湯匙', '老抽3湯匙', '辣椒油1茶匙', '麻油1茶匙', '糖1茶匙', '蒜茸1湯匙', '紅辣椒粒1茶匙', '先把煮熟之五花腩原件雪凍至堅挺，可助容易切成薄片。']","['五花腩肉洗淨、汆水。', '將史雲生豬骨湯、水、薑及蔥煮滾，加紹興酒及腩肉，蓋好用慢火煮40分鐘至熟。取出腩肉待涼，然後切片排碟。', '將調料拌勻，淋在腩肉片面，腩肉蘸調料一起吃。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=63
60,生菜包,"['免治豬肉4兩', '生菜葉（洗淨）約10 片', '馬蹄 （切粒)6粒', '粟米1/3 罐', '史雲生調味雞汁1茶匙或', '調味雞汁方便裝1包', '加入蒜茸及洋蔥兜炒，令生菜包更加惹味可口。']","['將史雲生調味雞汁及免治豬肉拌勻，醃5分鐘。', '燒熱油1湯匙，爆炒免治豬肉至半熟，加入馬蹄及粟米兜炒，盛起，用生菜伴食。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=65
61,肉絲椰菜炒烏冬,"['史雲生調味雞汁2茶匙或', '調味雞汁方便裝2包', '即食烏冬（用清水沖過及弄散）2包', '豬肉（切絲)100克', '椰菜（切絲)100克', '紅蘿蔔（切絲)30克', '蔥 （切段)2條', '水3湯匙', '史雲生調味雞汁1茶匙或', '調味雞汁方便裝１包', '水1茶匙', '生粉½茶匙', '包裝烏冬用清水沖過及鬆開可方便兜炒，避免炒時弄斷。']","['烏冬與史雲生調味雞汁拌勻，肉絲加醃料醃15分鐘。', '燒2湯匙油，爆炒肉絲，與椰菜、紅蘿蔔及蔥兜炒。', '最後加烏冬及水兜炒至均勻。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=66
62,洋蔥蘑菇燴豬扒,"['史雲生調味雞汁1茶匙或', '調味雞汁方便裝1包', '豬扒（1厘米厚件）400克', '細洋蔥（切條) 1個', '蘑菇（切片) 4-6個', '蔥（切段）1條', '水 60毫升', '生粉 1 1/2茶匙', '史雲生調味雞汁1茶匙', '調味雞汁方便裝1包', '生粉 1茶匙', '水 1湯匙', '油 1湯匙', '豬扒用刀背輕輕拍鬆既可更快醃入味，煎時亦容易煮熟 。']","['豬扒拍鬆，醃料拌勻後，醃豬扒10分鐘。', '燒2湯匙油以中火把豬扒煎熟，取出切條。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=67
63,香煎洋蔥豬扒,"['豬扒6塊細洋蔥 （切條） 1個', '蒜頭 （切 1瓣）', '蔥段1棵', '史雲生調味雞汁2茶匙 或', '調味雞汁方便裝2包', '油1湯匙', '水1湯匙', '調味雞汁能充分滲入肉內，就算較厚肉的豬扒也不怕不夠入味。']","['豬扒拍鬆，下醃料拌勻待10分鐘。', '燒熱油2湯匙，用中火把豬扒煎熟。', '剩餘油爆香蒜片，下洋蔥爆炒，豬扒及蔥回鑊炒勻，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=68
64,香煎蓮藕餅,"['半肥瘦免治豬肉150克', '蓮藕（去皮刨絲）1節\u3000（250克）', '芫茜\u3000（切碎）1湯匙', '蔥（切粒）1湯匙', '史雲生調味雞汁3茶匙', '生粉3湯匙', '用生粉拌肉可增強黏性，令蓮藕餅煎時不易散開。']","['免治豬肉與蓮藕絲下調味料拌勻，攪至有黏性，加入芫茜及蔥拌勻，分成8小等份，捏成小餅形，備用。', '燒熱2-3湯匙油，將蓮藕餅逐個放入鑊內，以中慢火油內煎至兩面金黃熟透，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=69
65,馬蹄冬菇蒸豬肉,"['馬蹄3 粒', '冬菇7-8 隻', '豬肉300克', '史雲生調味雞汁2茶匙 或', '調味雞汁方便裝2包', '生抽1茶匙', '鹽 少許', '生抽 少許', '生粉 少許']","['馬蹄去皮切粒，冬菇切粒，豬肉切碎。', '將所有調味料 及材料拌勻，醃30分鐘，蒸約10 分鐘，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=70
66,梅菜扣肉,"['五花腩600克', '梅菜（浸水、榨乾及切幼粒）300克', '薑3片', '蒜茸2湯匙', '冰糖（搗碎)3湯匙', '史雲生調味雞汁3茶匙', '紹興酒3湯匙', '老抽2湯匙', '生粉水2湯匙', '麻油1湯匙', '梅菜先以舛糖略炒，可散發出其原有香味。']","['五花腩加薑汆水5分鐘，沖淨抹乾後切成約半吋厚片備用。', '燒熱油2湯匙，下梅菜炒約2分鐘，加蒜茸、冰糖及醃料，拌勻後待用。', '把五花腩放大碗內，豬皮向下，鋪上梅菜料，用錫紙封緊大碗，以中火蒸3小時。', '蒸好後將五花腩肉汁倒進小煲，加麻油及生粉水煮至醬汁厚身。五花腩反轉放在餐碟上，淋上醬汁即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=71
67,梅菜蒸肉餅,"['半肥瘦免治豬肉400克', '甜梅菜 （洗淨，浸15分鐘及切碎） 80克', '蔥粒 少許', '史雲生調味雞汁2茶匙 或', '調味雞汁方便裝2包', '生粉2茶匙', '水2湯匙', '若喜愛香脆口感，可用冬菇及馬蹄粒代替梅菜，煮成冬菇馬蹄蒸肉餅。']","['免治豬肉用醃料拌勻，攪至有黏性。', '下梅菜粒拌勻，鋪於一深碟內，隔水蒸15分鐘至熟，撒上蔥粒即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=72
68,豉椒蒸排骨,"['腩排（切2厘米小件，沖淨及抹乾）500克', '蒜頭（剁碎)2瓣', '豆豉（沖淨，略壓爛)2茶匙', '紅椒（切絲)1茶匙', '史雲生調味雞汁2茶匙 或', '調味雞汁方便裝2包', '生粉2茶匙', '先下生粉拌勻腩排待5分鐘，再加史雲生調味雞汁，可令腩排肉質更鬆化。']","['豆豉與蒜茸拌勻，腩排加醃料，蒜頭及豆豉拌勻，醃20分鐘至入味。', '所有材料放碟內隔水蒸15分鐘至熟，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=73
69,魚香茄子煲,"['免治豬肉100克', '茄子 （切粗條)300克', '霉香鹹魚 （起肉切粒)20克', '蒜茸、薑茸及紅辣椒茸 各1茶匙', '蔥粒2湯匙', '史雲生調味雞汁1茶匙 或', '調味雞汁方便裝1包', '生粉½茶匙', '水1湯匙', '史雲生調味雞汁1茶匙 或', '調味雞汁方便裝1包', '水80毫升', '糖½茶匙', '茄子以蒸代替泡油，肉質既軟綿綿又健康。']","['免治豬肉與醃料拌勻待15分鐘。', '茄子放碟內蒸5分鐘至剛熟；倒去水分。', '燒2湯匙油爆香鹹魚至酥脆，加免治豬肉及配料兜炒，倒入芡汁及茄子煮入味；拌入適量生粉水埋芡。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=74
70,話梅豬手,"['豬手（切件）1隻', '大粒話梅（用250毫升熱水浸泡）5粒', '紅蔥頭（去皮）6粒', '薑2片', '蒜頭3粒', '白醋1茶匙', '紹興酒2茶匙', '水750 毫升', '史雲生調味雞汁3茶匙', '老抽1茶匙', '紹興酒2湯匙', '話梅的甜味能中和豬手的肥膩感，令味道口感更佳。']","['豬手連白醋、紹興酒下滾水汆水5分鐘。瀝起沖水，洗淨備用。', '燒熱油2湯匙，爆香紅蔥頭、薑、蒜頭，加入豬手、調味、水、話梅(連水)。', '煮滾後以大火煮10分鐘，然後以慢火炆50分鐘至軟身。熱或凍食皆可。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=75
72,四色烤麩,"['史雲生清雞湯250毫升', '烤麩（撕成小塊） 300克', '紅棗 （浸軟去核再切開一半）4粒', '急凍毛豆2湯匙', '鮮白果20粒', '雲耳 （浸軟 , 剪去硬邊 , 撕碎）2-3隻', '沙嗲醬2湯匙', '糖\u30001/2茶匙', '粟粉水\u3000適量', '用湯汁煨熟烤麩可令烤麩更入味。']","['燒熱半鑊水，把所有材料分別飛水，取出隔淨。', '燒2湯匙油，炒香烤麩至略乾身，加入四色配料兜炒，注入清雞湯及糖，蓋上鑊蓋並炆20 分鐘入味 。', '拌入適量粟粉水埋芡 ，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=77
73,鮮菇煮豆腐,"['史雲生清雞湯250毫升', '鮮冬菇6隻', '蒸煮豆腐1盒']","['將鮮冬菇沖淨，豆腐切件', '倒入史雲生清雞湯於鍋內煮滾，先放入鮮冬菇煮3分鐘，再放入豆腐煮3分鐘', '先放置豆腐於碟上，再放上鮮冬菇，即成。', '史雲生小貼士：豆腐有不同類別，選用蒸煮豆腐質地較滑。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=78
74,荷葉蒸百寶豆腐,"['史雲生瑤柱上湯250毫升', '荷葉（洗淨，浸溫水至變軟）1片', '玉子豆腐（切件約1/2寸厚）2包', '鮮蝦（切粒）100克', '雞胸肉（切粒）100克', '冬菇（浸軟切粒）2-3朵', '雜菜粒10克', '薑蓉1湯匙', '生粉水（埋芡用）2湯匙', '豆腐本身味道清淡，用史雲生瑤柱上湯可大大提高菜式鮮味。']","['將荷葉舖在蒸籠內，將豆腐平舖在底部。', '燒熱油１湯匙，爆香薑蓉，加入雞肉煮至半熟，再加入蝦肉快炒。', '下冬菇及史雲生瑤柱上湯，煮沸後加入雜菜粒煮２分鐘，以生粉水埋芡，舖在豆腐上，用中火蒸８分鐘，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=79
75,關東煮,"['史雲生豬骨湯500毫升', '獅子狗卷（切片）1條', '日式魚片1條', '釀豆腐2件', '日式蒟蒻1件', '白蘿蔔1/2個', '冬菇4隻', '日本醬油1湯匙', '日本味醂酒3湯匙', '關東煮用大量蔬菜熬煮入味，湯頭鮮甜、熱量較低。']","['將史雲生豬骨湯煮滾，加入日本醬油及味醂酒拌勻。', '先放入蘿蔔及冬菇煮腍，再放入其他材料，煮滾後即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=80
76,芥菜海鮮豆腐湯,"['史雲生鮮魚湯750 毫升', '水500毫升', '芥菜（切段）150克', '什錦海鮮150克', '豆腐（切件）1件']","['將什錦海鮮粒用少許鹽及胡椒粉拌勻，醃５分鐘，飛水備用。', '將史雲生鮮魚湯煮滾，加入芥菜煮熟，再加入豆腐及海鮮粒，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=81
77,古法炆鮑魚,"['史雲生清雞湯1公升', '急凍BB鮑（汆水，過冷河）450克', '五花腩肉（汆水，過冷河）30克', '30克雞腳（汆水，過冷河）6-8隻', '糖蓮子（洗掉糖份）40克', '金華火腿（蒸熟）10克', '時蔬（灼熟）適量', '蠔油、糖、生粉各1茶匙', '老抽1/2茶匙']","['按序將雞腳，鮑魚和五花腩放入煲內，注入史雲生清雞湯和水炆煮約1.5小時至腍身，熄火，待冷。', '芡汁料煮滾，下鮑魚燜煮10分鐘。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=82
78,彩珠耀銀湖,"['史雲生清雞湯 1公升', '蛋白 4隻', '甘筍、冬瓜或白蘿蔔（灼熟瀝乾） 各80克', '小椰菜（灼熟） 1﹣2湯匙', '糖 1/4荼匙', '清水 150亳升', '糖\u30001/4荼匙', '生粉\u30001荼匙', '金華火腿\u3000適量', '用史雲生清雞湯蒸蛋白，更添香滑鮮味！']","['史雲生清雞湯加清水、蛋白和糖拌勻，以中火蒸約15分鐘，備用。', '將甘筍、冬瓜或白蘿蔔挖成球狀，備用。', '將芡汁煮滾，下雜菜球煮至片刻，鋪在蛋白並灑上松子仁，即成。']",https://www.swansoncooking.com.hk/recipe-detail.php?id=83
